Previous response had warnings:
WARNINGS: - Extra text detected before JSON object

New Terminal Output:
root@e8b4f57c208e:/app# ls -la
total 4
drwxr-xr-x 1 root root  32 Jun 24 11:01 .
-rwxr-xr-x 1 root root      880 Jul  8 11:28 cracf2john.py
-rwxr-xr-x 1 root root     2573 Jul  8 11:28 dashlane2john.py
-rwxr-xr-x 1 root root     3771 Jul  8 11:28 deepsound2john.py
-rw-r--r-- 1 root root     4099 Jul  8 11:28 dictionary.rfc2865
-rw-r--r-- 1 root root   465097 Jul  8 11:28 digits.chr
-rwxr-xr-x 1 root root     7341 Jul  8 11:28 diskcryptor2john.py
-rwxr-xr-x 1 root root    72336 Jul  8 11:31 dmg2john
-rwxr-xr-x 1 root root     5249 Jul  8 11:28 dmg2john.py
drwxr-xr-x 2 root root     4096 Jul  8 11:28 dns
-rw-r--r-- 1 root root    54555 Jul  8 11:28 dumb16.conf
-rw-r--r-- 1 root root   109149 Jul  8 11:28 dumb32.conf
-rw-r--r-- 1 root root    60347 Jul  8 11:28 dynamic.conf
-rw-r--r-- 1 root root     8539 Jul  8 11:28 dynamic_disabled.conf
-rw-r--r-- 1 root root     9542 Jul  8 11:28 dynamic_flat_sse_formats.conf
-rwxr-xr-x 1 root root     2053 Jul  8 11:28 ecryptfs2john.py
-rwxr-xr-x 1 root root     5081 Jul  8 11:28 ejabberd2john.py
-rwxr-xr-x 1 root root     9523 Jul  8 11:28 electrum2john.py
-rwxr-xr-x 1 root root     3625 Jul  8 11:28 encdatavault2john.py
-rwxr-xr-x 1 root root     2717 Jul  8 11:28 encfs2john.py
-rwxr-xr-x 1 root root     1107 Jul  8 11:28 enpass2john.py
-rwxr-xr-x 1 root root     1113 Jul  8 11:28 enpass5tojohn.py
-rwxr-xr-x 1 root root     3773 Jul  8 11:28 ethereum2john.py
-rwxr-xr-x 1 root root     1725 Jul  8 11:28 filezilla2john.py
-rw-r--r-- 1 root root    99202 Jul  8 11:28 fuzz.dic
-rwxr-xr-x 1 root root     3324 Jul  8 11:28 fuzz_option.pl
-rw-r--r-- 1 root root     8910 Jul  8 11:28 fvde2john.py
-rwxr-xr-x 1 root root     3439 Jul  8 11:28 geli2john.py
-rwxr-xr-x 1 root root     1867 Jul  8 11:28 genincstats.rb
-rwxr-xr-x 1 root root   190680 Jul  8 11:31 genmkvpwd
lrwxrwxrwx 1 root root        4 Jul  8 11:31 gpg2john -> john
-rwxr-xr-x 1 root root    60880 Jul  8 11:31 hccap2john
-rwxr-xr-x 1 root root     7096 Jul  8 11:28 hccapx2john.py
-rwxr-xr-x 1 root root      428 Jul  8 11:28 hextoraw.pl
-rwxr-xr-x 1 root root     1059 Jul  8 11:28 htdigest2john.py
-rw-r--r-- 1 root root     7536 Jul  8 11:28 hybrid.conf
-rwxr-xr-x 1 root root     1458 Jul  8 11:28 
[... output limited to 10000 bytes; 70 interior bytes omitted ...]
520 Jul  8 11:31 mkvcalcproba
-rwxr-xr-x 1 root root     1221 Jul  8 11:28 monero2john.py
-rwxr-xr-x 1 root root     2495 Jul  8 11:28 money2john.py
-rw-r--r-- 1 root root     3015 Jul  8 11:28 mongodb2john.js
-rwxr-xr-x 1 root root     6267 Jul  8 11:28 mosquitto2john.py
-rwxr-xr-x 1 root root     2578 Jul  8 11:28 mozilla2john.py
-rwxr-xr-x 1 root root     5440 Jul  8 11:28 multibit2john.py
-rwxr-xr-x 1 root root      942 Jul  8 11:28 neo2john.py
-rwxr-xr-x 1 root root     9676 Jul  8 11:28 netntlm.pl
-rwxr-xr-x 1 root root     5186 Jul  8 11:28 netscreen.py
-rwxr-xr-x 1 root root    11395 Jul  8 11:28 network2john.lua
-rwxr-xr-x 1 root root   133905 Jul  8 11:28 office2john.py
-rwxr-xr-x 1 root root     3072 Jul  8 11:28 openbsd_softraid2john.py
drwxr-xr-x 1 root root     4096 Jul  8 11:28 opencl
-rwxr-xr-x 1 root root     3911 Jul  8 11:28 openssl2john.py
-rwxr-xr-x 1 root root     3973 Jul  8 11:28 oracle2john.py
-rwxr-xr-x 1 root root     2046 Jul  8 11:28 oubliette2john.py
-rwxr-xr-x 1 root root     2844 Jul  8 11:28 padlock2john.py
-rwxr-xr-x 1 root root   203600 Jul  8 11:28 pass_gen.pl
-rw-r--r-- 1 root root 15327454 Jul  8 11:28 password.lst
-rwxr-xr-x 1 root root    52809 Jul  8 11:28 pcap2john.py
-rwxr-xr-x 1 root root    59808 Jul  8 11:28 pdf2john.pl
-rwxr-xr-x 1 root root     4960 Jul  8 11:28 pdf2john.py
-rwxr-xr-x 1 root root     4901 Jul  8 11:28 pem2john.py
-rwxr-xr-x 1 root root     3329 Jul  8 11:28 pfx2john.py
-rwxr-xr-x 1 root root     9861 Jul  8 11:28 pgpdisk2john.py
-rwxr-xr-x 1 root root     2751 Jul  8 11:28 pgpsda2john.py
-rwxr-xr-x 1 root root     9647 Jul  8 11:28 pgpwde2john.py
-rw-r--r-- 1 root root     6305 Jul  8 11:28 pkcs12kdf.py
-rwxr-xr-x 1 root root     4198 Jul  8 11:28 potcheck.pl
-rwxr-xr-x 1 root root     1462 Jul  8 11:28 prosody2john.py
drwxr-xr-x 2 root root       61 Jul  8 11:28 protobuf
-rwxr-xr-x 1 root root     1438 Jul  8 11:28 ps_token2john.py
-rwxr-xr-x 1 root root     2480 Jul  8 11:28 pse2john.py
-rwxr-xr-x 1 root root    60136 Jul  8 11:31 putty2john
-rwxr-xr-x 1 root root     1686 Jul  8 11:28 pwsafe2john.py
-rwxr-xr-x 1 root root    41952 Jul  8 11:31 racf2john
-rwxr-xr-x 1 root root     7165 Jul  8 11:28 radius2john.pl
-rwxr-xr-x 1 root root     5926 Jul  8 11:28 radius2john.py
lrwxrwxrwx 1 root root        4 Jul  8 11:31 rar2john -> john
-rwxr-xr-x 1 root root    34808 Jul  8 11:31 raw2dyna
-rw-r--r-- 1 root root     5712 Jul  8 11:28 regex_alphabets.conf
-rwxr-xr-x 1 root root     8377 Jul  8 11:28 relbench
-rw-r--r-- 1 root root    54154 Jul  8 11:28 repeats16.conf
-rw-r--r-- 1 root root   108843 Jul  8 11:28 repeats32.conf
-rwxr-xr-x 1 root root     1606 Jul  8 11:28 restic2john.py
-rwxr-xr-x 1 root root    16427 Jul  8 11:28 rexgen2rules.pl
drwxr-xr-x 2 root root     4096 Jul  8 11:28 rules
-rw-r--r-- 1 root root   107926 Jul  8 11:28 rules-by-rate.conf
-rw-r--r-- 1 root root   107977 Jul  8 11:28 rules-by-score.conf
-rwxr-xr-x 1 root root     2363 Jul  8 11:28 rulestack.pl
-rwxr-xr-x 1 root root     9541 Jul  8 11:28 sap2john.pl
-rwxr-xr-x 1 root root     1234 Jul  8 11:28 sense2john.py
-rwxr-xr-x 1 root root      544 Jul  8 11:28 sha-dump.pl
-rwxr-xr-x 1 root root      510 Jul  8 11:28 sha-test.pl
-rwxr-xr-x 1 root root    20433 Jul  8 11:28 signal2john.py
-rwxr-xr-x 1 root root      899 Jul  8 11:28 sipdump2john.py
-rwxr-xr-x 1 root root    10005 Jul  8 11:28 ssh2john.py
-rwxr-xr-x 1 root root    25114 Jul  8 11:28 sspr2john.py
-rwxr-xr-x 1 root root     3814 Jul  8 11:28 staroffice2john.py
-rw-r--r-- 1 root root   107571 Jul  8 11:28 stats
-rwxr-xr-x 1 root root      760 Jul  8 11:28 strip2john.py
-rwxr-xr-x 1 root root    15588 Jul  8 11:28 telegram2john.py
-rw-r--r-- 1 root root    20198 Jul  8 11:28 test_tezos2john.py
-rwxr-xr-x 1 root root    11581 Jul  8 11:28 tezos2john.py
-rwxr-xr-x 1 root root    36480 Jul  8 11:31 tgtsnarf
-rwxr-xr-x 1 root root     2769 Jul  8 11:28 tokenize.pl
-rwxr-xr-x 1 root root     3238 Jul  8 11:28 truecrypt2john.py
-rwxr-xr-x 1 root root    75296 Jul  8 11:31 uaf2john
lrwxrwxrwx 1 root root        4 Jul  8 11:31 unafs -> john
lrwxrwxrwx 1 root root        4 Jul  8 11:31 undrop -> john
lrwxrwxrwx 1 root root        4 Jul  8 11:31 unique -> john
-rw-r--r-- 1 root root    21798 Jul  8 11:28 unisubst.conf
-rwxr-xr-x 1 root root     1087 Jul  8 11:28 unrule.pl
lrwxrwxrwx 1 root root        4 Jul  8 11:31 unshadow -> john
-rw-r--r-- 1 root root   668568 Jul  8 11:28 upper.chr
-rw-r--r-- 1 root root  1220961 Jul  8 11:28 uppernum.chr
-rw-r--r-- 1 root root  9286825 Jul  8 11:28 utf8.chr
-rwxr-xr-x 1 root root     2250 Jul  8 11:28 vdi2john.pl
-rwxr-xr-x 1 root root     2185 Jul  8 11:28 vmx2john.py
-rwxr-xr-x 1 root root   227416 Jul  8 11:31 wpapcap2john
-rwxr-xr-x 1 root root     4576 Jul  8 11:28 zed2john.py
lrwxrwxrwx 1 root root        4 Jul  8 11:31 zip2john -> john
drwxr-xr-x 2 root root     4096 Jul  8 11:28 ztex
root@e8b4f57c208e:/app# which john
root@e8b4f57c208e:/app# cd /app
root@e8b4f57c208e:/app#
